Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,Peak.Freq..Hz.,Delta.Time..s.,,Center.Time..s.,Dur.90...s.,BW.90...Hz.,Pace1,Pace2,Total.Pace,N..of.notes,notes.2,notes.1,source,Begin.File
1,Spectrogram 1,1,13.57158423,16.89531655,1229.88,4919.522,2153.32,3.3237,,15.5167,2.0143,344.531,6.08,2.49,8.57,31,9,22,argentina,129752.wav
2,Spectrogram 1,1,37.43410362,40.55898016,1251.843,4765.787,2153.32,3.1249,,39.4043,1.817,344.531,6.24,2.68,8.92,30,9,21,argentina,129752.wav
3,Spectrogram 1,1,70.21620421,73.47365128,1229.88,4963.446,2153.32,3.2574,,72.2547,1.8576,344.531,5.68,2.44,8.12,30,9,21,argentina,129752.wav
4,Spectrogram 1,1,94.59675669,97.75951052,1251.843,4721.863,2067.188,3.1628,,96.6066,1.8982,344.531,5.99,2.45,8.44,31,9,22,argentina,129752.wav
5,Spectrogram 1,1,112.9648108,116.2790738,922.41,5029.333,2153.32,3.3143,,114.9446,2.1478,344.531,5.57,2.28,7.85,31,9,22,argentina,129752.wav
6,Spectrogram 1,1,129.7826755,133.0685305,988.297,4809.711,2153.32,3.2859,,131.7268,2.1188,344.531,5.86,2.4,8.26,31,9,22,argentina,129752.wav
7,Spectrogram 1,1,148.5267221,151.604252,966.335,4699.9,2153.32,3.0775,,150.4653,1.8692,344.531,5.51,2.36,7.87,30,9,21,argentina,129752.wav
8,Spectrogram 1,1,167.2139528,170.4713999,1076.145,4919.522,2153.32,3.2574,,169.256,1.8576,344.531,5.83,2.39,8.22,31,9,22,argentina,129752.wav
9,Spectrogram 1,1,188.1047557,191.3527335,944.373,5007.371,2153.32,3.248,,190.1424,1.9505,344.531,7.2,2.95,10.15,31,9,22,argentina,129752.wav
10,Spectrogram 1,1,211.9118497,215.3492139,1054.183,5029.333,2153.32,3.4374,,214.0009,2.2117,344.531,7.16,3.25,10.41,32,10,22,argentina,129752.wav
11,Spectrogram 1,1,231.5919695,234.6979074,900.448,4853.635,2153.32,3.1059,,233.5115,1.8634,344.531,7.11,2.59,9.7,30,8,22,argentina,129752.wav
12,Spectrogram 1,1,250.7768176,254.1668352,922.41,4963.446,2153.32,3.39,,252.8537,2.1711,344.531,6.66,3.03,9.69,32,10,22,argentina,129752.wav
13,Spectrogram 1,1,261.402006,264.6405144,878.486,5007.371,2067.188,3.2385,,263.4536,1.9389,344.531,6.78,2.77,9.55,31,9,22,argentina,129752.wav
14,Spectrogram 1,1,277.8330186,281.0336498,988.297,4919.522,2067.188,3.2006,,279.7482,2.0898,344.531,7.14,2.92,10.05,31,9,22,argentina,129752.wav
15,Spectrogram 1,1,295.0714429,298.3194207,1010.259,4985.408,2067.188,3.248,,297.1283,1.9447,344.531,6.96,2.85,9.81,31,9,22,argentina,129752.wav
16,Spectrogram 1,1,313.0688032,316.3357196,900.448,4941.484,2067.188,3.2669,,315.1296,2.0376,344.531,7.04,2.88,9.92,31,9,22,argentina,129752.wav
17,Spectrogram 1,1,333.5969923,336.8828473,1010.259,4941.484,2067.188,3.2859,,335.569,2.1246,344.531,7.32,2.99,10.31,31,9,22,argentina,129752.wav
18,Spectrogram 1,1,349.9931248,353.2647759,1196.937,4941.484,2067.188,3.2717,,352.0435,2.113,344.531,6.67,2.73,9.39,31,9,22,argentina,129752.wav
19,Spectrogram 1,1,366.393992,369.6514391,812.6,4831.673,2067.188,3.2574,,368.4252,2.0259,344.531,6.83,2.79,9.62,31,9,22,argentina,129752.wav
20,Spectrogram 1,1,384.7455397,387.9745788,1032.221,4875.598,2067.188,3.229,,386.7748,2.0317,344.531,6.75,2.76,9.51,31,9,22,argentina,129752.wav
21,Spectrogram 1,1,401.368936,404.725811,988.297,4875.598,2153.32,3.3569,,403.3945,2.1537,344.531,6.63,2.71,9.34,31,9,22,argentina,129752.wav
22,Spectrogram 1,1,419.5634576,422.5273557,1054.183,4875.598,2153.32,2.9639,,421.4073,1.9273,344.531,6.18,2.65,8.83,30,9,21,argentina,129752.wav
23,Spectrogram 1,1,438.0894494,441.2806112,900.448,4941.484,2153.32,3.1912,,440.1168,2.1769,344.531,6.91,2.83,9.74,31,9,22,argentina,129752.wav
24,Spectrogram 1,1,455.3264839,458.6123389,680.827,4897.56,2153.32,3.2859,,457.3692,1.9621,344.531,6.83,2.79,9.62,31,9,22,argentina,129752.wav
25,Spectrogram 1,1,472.884346,476.3027715,900.448,5139.143,2153.32,3.4184,,474.9467,2.1827,344.531,7.02,2.75,9.76,32,9,23,argentina,129752.wav
26,Spectrogram 1,1,491.2292912,494.4015144,1120.07,4699.9,2153.32,3.1722,,493.2267,2.0898,344.531,6.62,2.71,9.33,31,9,22,argentina,129752.wav
27,Spectrogram 1,1,510.5348079,513.7733163,966.335,4787.749,2153.32,3.2385,,512.5747,2.0317,344.531,7.04,2.88,9.92,31,9,22,argentina,129752.wav
28,Spectrogram 1,1,530.4057039,533.663151,988.297,5095.219,2153.32,3.2574,,532.4742,1.9621,344.531,6.75,2.76,9.52,31,9,22,argentina,129752.wav
29,Spectrogram 1,1,547.3372005,550.4336691,1098.108,4853.635,2153.32,3.0965,,549.2912,1.9273,344.531,6.64,2.85,9.49,30,9,21,argentina,129752.wav
30,Spectrogram 1,1,555.331307,558.3614903,1076.145,4875.598,2153.32,3.0302,,557.0699,1.9156,344.531,6.34,2.72,9.05,30,9,21,argentina,129752.wav
31,Spectrogram 1,1,571.4824094,574.5694086,988.297,4809.711,2067.188,3.087,,573.3935,1.8866,344.531,6.39,3.04,9.43,31,10,21,argentina,129752.wav
32,Spectrogram 1,1,588.1487646,591.3967423,1076.145,4853.635,2153.32,3.248,,589.8797,2.1653,344.531,7.15,2.92,10.07,31,9,22,argentina,129752.wav
33,Spectrogram 1,1,607.0170418,610.2555502,856.524,4721.863,2067.188,3.2385,,609.0652,1.9389,344.531,6.75,2.76,9.52,31,9,22,argentina,129752.wav
34,Spectrogram 1,1,622.6785197,625.8223349,856.524,4765.787,2067.188,3.1438,,624.6284,2.0492,344.531,6.47,2.77,9.24,30,9,21,argentina,129752.wav
35,Spectrogram 1,1,639.4841352,642.7415822,988.297,4941.484,2067.188,3.2574,,641.5325,2.1653,344.531,6.4,2.62,9.02,31,9,22,argentina,129752.wav
36,Spectrogram 1,1,658.2214921,661.7062029,1076.145,4919.522,2153.32,3.4847,,660.5264,2.1014,344.531,7.08,2.58,9.66,30,8,22,argentina,129752.wav
37,Spectrogram 1,1,674.2397639,677.3172938,1010.259,4787.749,2153.32,3.0775,,676.2754,1.875,344.531,6.19,2.65,8.85,30,9,21,argentina,129752.wav
1,Spectrogram 1,1,13.68774921,17.0645961,1317.729,3074.701,2067.188,3.3768,,15.8476,2.2581,516.797,6.48,2.78,9.26,30,9,21,argentina,146437.wav
2,Spectrogram 1,1,31.19154929,34.66432933,1405.578,3426.096,2067.188,3.4728,,33.5818,2.142,430.664,7.19,3.12,10.31,33,10,23,argentina,146437.wav
3,Spectrogram 1,1,53.6495181,56.7769388,1405.578,3250.398,2067.188,3.1274,,55.5595,2.2639,430.664,5.85,2.77,8.62,28,9,19,argentina,146437.wav
4,Spectrogram 1,1,81.37981383,84.64267642,1149.189,3851.337,2067.188,3.2629,,83.3132,2.2988,344.531,6.73,2.75,9.49,31,9,22,argentina,146437.wav
5,Spectrogram 1,1,103.5605615,106.7013211,1211.308,3633.923,2067.188,3.1408,,105.5405,2.1072,344.531,6.09,2.74,8.83,29,9,20,argentina,146437.wav
6,Spectrogram 1,1,124.0043607,127.1383368,1118.13,3199.095,2067.188,3.134,,126.0437,2.0317,430.664,6.72,2.45,9.17,30,8,22,argentina,146437.wav
7,Spectrogram 1,1,142.7997699,145.974447,1211.308,3478.627,2067.188,3.1747,,144.73,2.1188,344.531,6.75,2.76,9.52,31,9,22,argentina,146437.wav
8,Spectrogram 1,1,162.358136,165.5599471,900.716,5186.882,2067.188,3.2018,,164.2115,2.0143,344.531,6.81,2.79,9.6,31,9,22,argentina,146437.wav
9,Spectrogram 1,1,186.0269794,189.0863371,1024.953,4876.29,2153.32,3.0594,,188.0294,1.8808,344.531,5.66,2.68,8.34,28,9,19,argentina,146437.wav
10,Spectrogram 1,1,218.7022217,221.8972493,993.894,5000.527,2153.32,3.195,,220.7289,1.7473,344.531,7.09,3.04,10.12,30,9,21,argentina,146437.wav
